ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
100,5,61039,Woodleigh Stn Exit A,1,['North-East Line'],219615.0,1.33845332842129,103.87084881783568,keep
100,6,70069,Aft Bidadari Pk Dr,0,,18466.333333333332,1.337778056,103.8736111,keep
100,7,70059,Blk 7,0,,96880.0,1.33477611102342,103.8783116670176,keep
100,8,70049,Aft Blk 4,0,,34696.666666666664,1.33290666703267,103.87871499999147,keep
100,9,70039,Aljunied Pk,0,,83939.33333333333,1.32930256265165,103.87975573742912,keep
100,10,70029,Canossa Catholic Pr,0,,12614.0,1.32662552821417,103.88054354805392,keep
100,11,70019,Blk 125,0,,74153.33333333333,1.32322990499562,103.88145725676176,keep
100,12,81099,Blk 102,0,,56126.0,1.31982276662398,103.88194665985093,keep
100,13,81089,Aljunied Stn,1,['East-West Line'],219722.33333333334,1.31628194302502,103.88202243551632,keep
100,14,80089,Bef Lor 18 Geylang,0,,198141.0,1.312658,103.880111,keep
100,15,80069,Opp Mohd Salleh Mque,0,,202979.33333333334,1.31214703288286,103.87715016317216,keep
100,16,80049,Aft Sims Way,0,,134124.0,1.31077707819718,103.87363663982292,keep
100,17,80039,Opp Lor 1 Geylang Ter,0,,16832.0,1.30992336177794,103.87144344651485,keep
100,18,80029,Bef Kg Bugis,0,,24373.0,1.3094187398083,103.86753497349068,keep
100,19,1339,Bef Crawford Bridge,0,,26810.0,1.30774601733202,103.8642627465441,keep
100,20,1349,Opp Blk 4,0,,1729.6666666666667,1.30568635716829,103.86543994417885,keep
100,21,1429,Golden Mile Cplx,0,,5561.333333333333,1.3032136089394,103.86501584807765,keep
100,22,1419,St. John HQ,0,,12295.333333333334,1.3020199999911,103.86326333301204,keep
100,23,1529,Plaza Parkroyal,0,,24352.333333333332,1.30041667676526,103.86044115259938,keep
100,24,1519,The Gateway,0,,20544.0,1.29907492488417,103.8589102973441,keep
100,25,1629,Shaw Twrs,0,,15927.0,1.297085,103.856894,keep
100,26,1619,Esplanade Stn Exit F,1,['Circle Line'],13340.0,1.29428694178246,103.85503809424232,keep
100,27,2029,Aft Esplanade Stn Exit D,1,['Circle Line'],22871.0,1.290106,103.85464,keep
100,28,3019,OUE Bayfront,0,,75210.0,1.284245000013,103.853108055996,keep
100,29,3059,One Raffles Quay,0,,96427.0,1.281111,103.851461,keep
100,30,3129,UIC Bldg,0,,138727.0,1.27807003532092,103.84956718123824,keep
100,31,3217,Opp AXA Twr,0,,26354.0,1.27552218897645,103.8479443674916,keep
100,32,5649,Opp Customs Port Br HQ,0,,37014.666666666664,1.2723842122117,103.84093912218094,keep
100,33,14061,Opp Former Railway Stn,0,,15031.333333333334,1.27231269789239,103.83862035734884,keep
100,34,14071,Keppel Workshop,0,,4356.666666666667,1.27220342411953,103.8339025862589,keep
100,35,14081,Tg Pagar DP Blk F5,0,,1064.0,1.270896111,103.8308919,keep
100,36,14101,Opp Keppel DP Blk 517,0,,4889.333333333333,1.26837500002503,103.82825805600972,keep
100,37,14141,HarbourFront Stn/Vivocity,1,['North-East Line'],459040.6666666667,1.26552421466644,103.82211326846236,keep
100,38,14121,Opp HarbourFront Int,1,['North-East Line'],98130.0,1.26591350024271,103.8192566062178,keep
100,39,14131,Caribbean at Keppel Bay,0,,62595.0,1.26740130257465,103.81675441150335,keep
100,40,14151,Opp Chr Community Chapel,0,,34366.666666666664,1.26964765905364,103.8129359412343,keep
100,41,14161,Telok Blangah Stn,1,['Circle Line'],122142.33333333333,1.27075866533548,103.81009913005327,keep
100,42,14171,Opp Yeo's Bldg,0,,9063.0,1.27145959833005,103.80654857059398,keep
100,43,15041,Alexandra Retail Ctr,0,,116717.66666666667,1.274632,103.801892,keep
100,44,15051,Alexandra Pt,0,,75192.33333333333,1.276978,103.8023815,keep
100,45,18011,Aft Hortpark,0,,28584.333333333332,1.28087089714667,103.8021033300325,keep
100,46,11511,Alexandra Hosp,0,,120243.66666666667,1.2859468736223,103.80251884462383,keep
100,47,11021,Aft Queenstown NPC HQ,0,,84770.0,1.28941805603102,103.80228694398484,keep
100,48,11031,Opp Queen's Cl,0,,24073.0,1.29119666696879,103.80045500000118,keep
100,49,11041,Aft C'wealth Dr,0,,30068.666666666668,1.29624499998226,103.79952333299494,keep
100,50,11051,Opp Queenstown Polyclinic,0,,39879.333333333336,1.29872166703909,103.8002979755481,keep
100,51,11161,C'Wealth Stn Exit A/D,1,['East-West Line'],282546.6666666667,1.30213305598263,103.7983908330214,keep
100,52,11171,Opp Blk 7B,0,,43697.0,1.30535666699303,103.79479722196947,keep
100,53,11181,Opp Blk 43,0,,67390.33333333333,1.30722333300814,103.79227638896938,keep
100,54,11351,Blk 13,0,,15421.333333333334,1.30934571218561,103.78945112775229,keep
100,55,11001,Opposite Ghim Moh Terminal,0,,43742.0,1.311072,103.789159,keep
100,56,12121,Blk 7,0,,36419.666666666664,1.31164833301814,103.7871516670319,keep
100,57,11009,Ghim Moh Ter,0,,57751.0,1.3110673548964,103.78932237623977,keep
